"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 13, 2020","5,366.11","5,237.48","5,696.48","5,237.48","1.94B","2.46%"
"Mar 12, 2020","5,237.48","5,876.52","5,876.52","5,237.48","2.21B","-10.87%"
"Mar 11, 2020","5,876.52","5,960.23","6,088.50","5,860.75","1.51B","-1.40%"
"Mar 10, 2020","5,960.23","5,965.77","6,231.06","5,927.85","1.73B","-0.09%"
"Mar 09, 2020","5,965.77","6,462.55","6,462.55","5,891.56","2.10B","-7.69%"
"Mar 06, 2020","6,462.55","6,705.43","6,705.43","6,431.44","1.38B","-3.62%"
"Mar 05, 2020","6,705.43","6,815.59","6,834.12","6,662.61","1.15B","-1.62%"
"Mar 04, 2020","6,815.59","6,718.20","6,856.27","6,700.23","1.12B","1.45%"
"Mar 03, 2020","6,718.20","6,654.89","6,846.28","6,654.89","1.28B","0.95%"
"Mar 02, 2020","6,654.89","6,580.61","6,775.18","6,496.01","1.76B","1.13%"
"Feb 28, 2020","6,580.61","6,796.40","6,796.40","6,460.08","1.98B","-3.18%"
"Feb 27, 2020","6,796.40","7,042.47","7,042.47","6,729.99","1.22B","-3.49%"
"Feb 26, 2020","7,042.47","7,017.88","7,044.66","6,871.85","982.16M","0.35%"
"Feb 25, 2020","7,017.88","7,156.83","7,198.23","7,004.94","976.46M","-1.94%"
"Feb 24, 2020","7,156.83","7,403.92","7,403.92","7,114.45","1.08B","-3.34%"
"Feb 21, 2020","7,403.92","7,436.64","7,436.70","7,370.63","872.32M","-0.44%"
"Feb 20, 2020","7,436.64","7,457.02","7,480.49","7,436.64","779.37M","-0.27%"
"Feb 19, 2020","7,457.02","7,382.01","7,462.01","7,382.01","602.97M","1.02%"
"Feb 18, 2020","7,382.01","7,433.25","7,433.25","7,353.41","786.11M","-0.69%"
"Feb 17, 2020","7,433.25","7,409.13","7,449.95","7,409.13","394.57M","0.33%"
"Feb 14, 2020","7,409.13","7,452.03","7,472.85","7,403.69","629.85M","-0.58%"
"Feb 13, 2020","7,452.03","7,534.37","7,534.37","7,406.94","820.27M","-1.09%"
"Feb 12, 2020","7,534.37","7,499.44","7,547.65","7,499.01","573.04M","0.47%"
"Feb 11, 2020","7,499.44","7,446.88","7,529.54","7,446.88","697.68M","0.71%"
"Feb 10, 2020","7,446.88","7,466.70","7,466.70","7,427.85","597.28M","-0.27%"
"Feb 07, 2020","7,466.70","7,504.79","7,506.26","7,441.14","705.97M","-0.51%"
"Feb 06, 2020","7,504.79","7,482.48","7,533.57","7,482.48","673.95M","0.30%"
"Feb 05, 2020","7,482.48","7,439.82","7,512.41","7,408.45","818.91M","0.57%"
"Feb 04, 2020","7,439.82","7,326.31","7,442.08","7,326.31","696.70M","1.55%"
"Feb 03, 2020","7,326.31","7,286.01","7,359.98","7,285.16","645.84M","0.55%"
"Jan 31, 2020","7,286.01","7,381.96","7,398.34","7,275.03","714.04M","-1.30%"
"Jan 30, 2020","7,381.96","7,483.57","7,483.57","7,357.62","684.60M","-1.36%"
"Jan 29, 2020","7,483.57","7,480.69","7,514.73","7,462.21","524.38M","0.04%"
"Jan 28, 2020","7,480.69","7,412.05","7,491.44","7,410.37","530.18M","0.93%"
"Jan 27, 2020","7,412.05","7,585.98","7,585.98","7,392.83","679.45M","-2.29%"
"Jan 24, 2020","7,585.98","7,507.67","7,642.21","7,507.59","605.76M","1.04%"
"Jan 23, 2020","7,507.67","7,571.92","7,572.13","7,503.17","668.61M","-0.85%"
"Jan 22, 2020","7,571.92","7,610.70","7,637.35","7,563.52","604.63M","-0.51%"
"Jan 21, 2020","7,610.70","7,651.44","7,651.44","7,550.47","656.51M","-0.53%"
"Jan 20, 2020","7,651.44","7,674.56","7,682.77","7,639.62","358.97M","-0.30%"
"Jan 17, 2020","7,674.56","7,609.81","7,689.67","7,609.81","631.97M","0.85%"
"Jan 16, 2020","7,609.81","7,642.80","7,653.58","7,595.31","573.56M","-0.43%"
"Jan 15, 2020","7,642.80","7,622.35","7,642.80","7,609.44","730.57M","0.27%"
"Jan 14, 2020","7,622.35","7,617.60","7,650.69","7,588.81","697.64M","0.06%"
"Jan 13, 2020","7,617.60","7,587.85","7,635.77","7,582.51","657.73M","0.39%"
"Jan 10, 2020","7,587.85","7,598.12","7,631.96","7,585.07","651.31M","-0.14%"
"Jan 09, 2020","7,598.12","7,574.93","7,627.76","7,574.93","652.92M","0.31%"
"Jan 08, 2020","7,574.93","7,573.85","7,579.48","7,524.96","606.22M","0.01%"
"Jan 07, 2020","7,573.85","7,575.34","7,604.59","7,562.14","511.56M","-0.02%"
"Jan 06, 2020","7,575.34","7,622.40","7,622.40","7,528.08","516.78M","-0.62%"
"Jan 03, 2020","7,622.40","7,604.30","7,626.41","7,551.00","449.69M","0.24%"
"Jan 02, 2020","7,604.30","7,542.44","7,624.78","7,542.44","482.21M","0.82%"
"Dec 31, 2019","7,542.44","7,587.05","7,587.41","7,532.38","212.14M","-0.59%"
"Dec 30, 2019","7,587.05","7,644.90","7,644.90","7,587.05","304.24M","-0.76%"
"Dec 27, 2019","7,644.90","7,632.24","7,665.40","7,622.46","311.11M","0.17%"
"Dec 24, 2019","7,632.24","7,623.59","7,636.16","7,608.22","185.67M","0.11%"
"Dec 23, 2019","7,623.59","7,582.48","7,628.20","7,559.63","539.14M","0.54%"
"Dec 20, 2019","7,582.48","7,573.82","7,599.52","7,564.59","1.16B","0.11%"
"Dec 19, 2019","7,573.82","7,540.75","7,575.90","7,526.10","661.08M","0.44%"
"Dec 18, 2019","7,540.75","7,525.28","7,557.05","7,515.17","679.28M","0.21%"
"Dec 17, 2019","7,525.28","7,519.05","7,537.66","7,497.15","1.10B","0.08%"
"Dec 16, 2019","7,519.05","7,353.44","7,552.65","7,353.18","1.05B","2.25%"
"Dec 13, 2019","7,353.44","7,273.47","7,429.04","7,223.42","1.91B","1.10%"
"Dec 12, 2019","7,273.47","7,216.25","7,307.36","7,216.08","727.08M","0.79%"
"Dec 11, 2019","7,216.25","7,213.76","7,250.67","7,195.49","820.83M","0.03%"
"Dec 10, 2019","7,213.76","7,233.90","7,234.40","7,137.84","703.52M","-0.28%"
"Dec 09, 2019","7,233.90","7,239.66","7,255.73","7,217.80","619.39M","-0.08%"
"Dec 06, 2019","7,239.66","7,137.85","7,241.50","7,137.85","516.37M","1.43%"
"Dec 05, 2019","7,137.85","7,188.50","7,194.78","7,131.16","650.61M","-0.70%"
"Dec 04, 2019","7,188.50","7,158.76","7,190.04","7,139.91","688.01M","0.42%"
"Dec 03, 2019","7,158.76","7,285.94","7,285.94","7,134.93","822.94M","-1.75%"
"Dec 02, 2019","7,285.94","7,346.53","7,400.27","7,277.02","924.43M","-0.82%"
"Nov 29, 2019","7,346.53","7,416.43","7,421.40","7,346.53","627.33M","-0.94%"
"Nov 28, 2019","7,416.43","7,429.78","7,429.78","7,385.32","605.36M","-0.18%"
"Nov 27, 2019","7,429.78","7,403.14","7,446.00","7,400.38","625.05M","0.36%"
"Nov 26, 2019","7,403.14","7,396.29","7,421.30","7,384.96","1.05B","0.09%"
"Nov 25, 2019","7,396.29","7,326.81","7,401.78","7,326.81","570.98M","0.95%"
"Nov 22, 2019","7,326.81","7,238.55","7,343.26","7,238.47","611.24M","1.22%"
"Nov 21, 2019","7,238.55","7,262.49","7,262.49","7,197.33","608.18M","-0.33%"
"Nov 20, 2019","7,262.49","7,323.80","7,323.80","7,219.11","814.23M","-0.84%"
"Nov 19, 2019","7,323.80","7,307.70","7,404.47","7,307.70","605.67M","0.22%"
"Nov 18, 2019","7,307.70","7,302.94","7,335.36","7,293.40","764.23M","0.07%"
"Nov 15, 2019","7,302.94","7,292.76","7,335.55","7,243.15","770.47M","0.14%"
"Nov 14, 2019","7,292.76","7,351.21","7,351.28","7,292.76","675.22M","-0.80%"
"Nov 13, 2019","7,351.21","7,365.44","7,365.44","7,301.71","694.52M","-0.19%"
"Nov 12, 2019","7,365.44","7,328.54","7,390.00","7,328.18","738.72M","0.50%"
"Nov 11, 2019","7,328.54","7,359.38","7,359.38","7,258.46","821.77M","-0.42%"
"Nov 08, 2019","7,359.38","7,406.41","7,406.83","7,349.12","535.07M","-0.63%"
"Nov 07, 2019","7,406.41","7,396.65","7,431.94","7,396.00","668.25M","0.13%"
"Nov 06, 2019","7,396.65","7,388.08","7,398.78","7,363.55","601.83M","0.12%"
"Nov 05, 2019","7,388.08","7,369.69","7,402.79","7,369.61","673.19M","0.25%"
"Nov 04, 2019","7,369.69","7,302.42","7,392.73","7,302.42","582.16M","0.92%"
"Nov 01, 2019","7,302.42","7,248.38","7,307.18","7,248.38","582.08M","0.75%"
