"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 10, 2020","112,570.30","113,771.35","114,176.46","112,134.40","7.49M","-1.05%"
"Feb 07, 2020","113,770.29","115,189.97","115,189.97","113,769.14","6.59M","-1.23%"
"Feb 06, 2020","115,189.97","116,033.22","117,381.83","114,722.68","7.38M","-0.72%"
"Feb 05, 2020","116,028.27","115,562.65","117,700.53","115,562.34","7.17M","0.41%"
"Feb 04, 2020","115,556.71","114,630.58","116,555.61","114,630.58","5.83M","0.81%"
"Feb 03, 2020","114,629.21","113,760.57","115,299.47","113,467.40","5.51M","0.76%"
"Jan 31, 2020","113,760.57","115,518.20","115,518.20","113,148.36","6.22M","-1.53%"
"Jan 30, 2020","115,528.04","115,374.99","115,528.04","112,825.49","6.32M","0.12%"
"Jan 29, 2020","115,384.84","116,494.45","117,171.28","115,163.75","5.10M","-0.94%"
"Jan 28, 2020","116,478.98","114,482.37","116,796.70","114,474.61","5.23M","1.74%"
"Jan 27, 2020","114,481.84","118,346.72","118,346.72","114,375.58","6.10M","-3.29%"
"Jan 24, 2020","118,376.36","119,527.63","119,593.10","118,108.30","4.78M","-0.96%"
"Jan 23, 2020","119,527.63","118,391.45","119,534.80","116,905.95","6.57M","0.96%"
"Jan 22, 2020","118,391.36","117,035.48","118,400.98","117,035.48","5.77M","1.17%"
"Jan 21, 2020","117,026.04","118,860.85","118,860.85","117,026.04","5.09M","-1.54%"
"Jan 20, 2020","118,861.63","118,478.38","118,861.63","117,927.53","3.84M","0.32%"
"Jan 17, 2020","118,478.30","116,709.91","118,478.95","116,709.91","4.95M","1.52%"
"Jan 16, 2020","116,704.21","116,414.88","117,105.58","115,961.42","5.42M","0.25%"
"Jan 15, 2020","116,414.35","117,632.40","117,632.40","116,188.11","5.57M","-1.04%"
"Jan 14, 2020","117,632.40","117,325.08","117,705.16","116,609.75","5.36M","0.26%"
"Jan 13, 2020","117,325.28","115,502.53","117,333.11","115,502.53","5.69M","1.58%"
"Jan 10, 2020","115,503.42","115,947.76","116,744.90","114,952.34","4.78M","-0.38%"
"Jan 09, 2020","115,947.11","116,247.52","116,820.04","115,410.67","5.95M","-0.26%"
"Jan 08, 2020","116,247.03","116,667.32","117,334.82","115,693.02","5.91M","-0.36%"
"Jan 07, 2020","116,661.94","116,871.73","117,075.85","115,965.38","4.85M","-0.18%"
"Jan 06, 2020","116,877.92","117,706.66","117,706.66","116,268.69","6.57M","-0.70%"
"Jan 03, 2020","117,706.66","118,564.44","118,791.86","117,340.57","6.83M","-0.73%"
"Jan 02, 2020","118,573.10","115,651.95","118,573.10","115,648.97","5.16M","2.53%"
"Dec 30, 2019","115,645.34","116,530.28","117,085.94","115,599.16","3.67M","-0.76%"
"Dec 27, 2019","116,533.98","117,205.09","117,802.86","115,995.12","3.91M","-0.57%"
"Dec 26, 2019","117,203.20","115,864.38","117,219.91","115,672.53","3.79M","1.16%"
"Dec 23, 2019","115,863.29","115,118.96","115,863.29","114,964.34","4.00M","0.64%"
"Dec 20, 2019","115,121.08","115,133.12","115,170.58","114,525.95","6.89M","-0.01%"
"Dec 19, 2019","115,131.25","114,313.35","115,132.01","113,712.39","5.78M","0.71%"
"Dec 18, 2019","114,314.65","112,618.25","114,338.51","112,299.90","7.94M","1.51%"
"Dec 17, 2019","112,615.66","111,896.54","112,695.34","111,896.54","5.35M","0.64%"
"Dec 16, 2019","111,896.04","112,565.28","113,196.83","111,896.04","6.08M","-0.59%"
"Dec 13, 2019","112,564.86","112,204.76","112,829.31","111,779.96","7.71M","0.33%"
"Dec 12, 2019","112,199.74","110,963.08","112,444.74","110,963.08","5.68M","1.11%"
"Dec 11, 2019","110,963.87","110,672.07","111,226.71","110,529.50","5.15M","0.26%"
"Dec 10, 2019","110,672.01","110,973.03","111,184.37","110,132.84","4.76M","-0.28%"
"Dec 09, 2019","110,977.23","111,125.10","111,453.05","110,869.87","4.99M","-0.13%"
"Dec 06, 2019","111,125.75","110,622.92","111,429.66","110,622.92","4.97M","0.46%"
"Dec 05, 2019","110,622.27","110,297.33","111,072.80","110,007.67","4.40M","0.29%"
"Dec 04, 2019","110,300.93","108,961.96","110,300.93","108,961.96","4.89M","1.23%"
"Dec 03, 2019","108,956.02","108,930.97","109,197.77","108,190.46","5.22M","0.03%"
"Dec 02, 2019","108,927.83","108,233.28","109,278.67","108,233.28","4.71M","0.64%"
"Nov 29, 2019","108,233.28","108,290.09","108,707.55","107,759.39","4.19M","-0.05%"
"Nov 28, 2019","108,290.09","107,707.75","108,333.02","107,148.02","3.67M","0.54%"
"Nov 27, 2019","107,707.75","107,059.40","107,991.15","106,312.21","4.42M","0.61%"
"Nov 26, 2019","107,059.40","108,423.93","108,423.93","106,413.93","6.90M","-1.26%"
"Nov 25, 2019","108,423.93","108,692.28","108,914.73","108,079.87","4.51M","-0.25%"
"Nov 22, 2019","108,692.28","107,496.51","108,692.28","107,156.64","4.80M","1.11%"
"Nov 21, 2019","107,496.73","105,866.12","107,496.73","105,864.47","5.82M","1.54%"
"Nov 19, 2019","105,864.18","106,268.82","106,949.81","105,366.68","3.61M","-0.38%"
"Nov 18, 2019","106,269.25","106,566.04","107,519.18","106,246.06","4.92M","-0.27%"
"Nov 14, 2019","106,556.88","106,052.39","106,757.61","105,820.37","5.36M","0.47%"
"Nov 13, 2019","106,059.95","106,751.11","106,785.79","105,260.78","5.34M","-0.65%"
"Nov 12, 2019","106,751.11","108,367.80","108,367.80","106,232.45","5.22M","-1.49%"
"Nov 11, 2019","108,367.44","107,621.72","108,367.44","106,813.53","3.93M","0.69%"
"Nov 08, 2019","107,628.98","109,572.16","109,572.16","107,126.65","5.42M","-1.78%"
"Nov 07, 2019","109,580.57","108,360.22","109,671.91","108,360.22","6.08M","1.13%"
"Nov 06, 2019","108,360.22","108,719.02","109,633.14","107,445.54","5.51M","-0.33%"
"Nov 05, 2019","108,719.02","108,778.78","109,342.86","108,252.78","5.66M","-0.06%"
"Nov 04, 2019","108,779.33","108,195.72","109,352.13","108,195.72","5.18M","0.54%"
"Nov 01, 2019","108,195.63","107,220.94","108,496.08","107,220.43","5.47M","0.91%"
