"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 14, 2020","13,744.21","13,756.47","13,788.51","13,728.12","66.31M","-0.01%"
"Feb 13, 2020","13,745.43","13,695.93","13,745.43","13,576.96","92.09M","-0.03%"
"Feb 12, 2020","13,749.78","13,671.15","13,758.70","13,658.15","86.73M","0.89%"
"Feb 11, 2020","13,627.84","13,604.74","13,668.43","13,557.96","104.75M","0.99%"
"Feb 10, 2020","13,494.03","13,476.00","13,501.74","13,445.41","60.46M","-0.15%"
"Feb 07, 2020","13,513.81","13,530.77","13,551.03","13,463.98","87.04M","-0.45%"
"Feb 06, 2020","13,574.82","13,570.33","13,606.97","13,533.66","114.57M","0.72%"
"Feb 05, 2020","13,478.33","13,224.27","13,488.58","13,223.14","108.45M","1.48%"
"Feb 04, 2020","13,281.74","13,135.61","13,282.63","13,131.07","80.89M","1.81%"
"Feb 03, 2020","13,045.19","13,033.17","13,077.57","12,987.53","81.39M","0.49%"
"Jan 31, 2020","12,981.97","13,196.80","13,208.47","12,973.70","106.90M","-1.33%"
"Jan 30, 2020","13,157.12","13,186.49","13,262.18","13,118.97","100.71M","-1.41%"
"Jan 29, 2020","13,345.00","13,316.42","13,371.30","13,296.03","67.88M","0.16%"
"Jan 28, 2020","13,323.69","13,274.01","13,327.12","13,163.36","91.83M","0.90%"
"Jan 27, 2020","13,204.77","13,374.99","13,399.42","13,195.28","101.41M","-2.74%"
"Jan 24, 2020","13,576.68","13,512.84","13,604.85","13,510.79","87.99M","1.41%"
"Jan 23, 2020","13,388.42","13,455.90","13,486.14","13,382.23","90.75M","-0.94%"
"Jan 22, 2020","13,515.75","13,601.65","13,640.06","13,498.03","73.13M","-0.30%"
